SEQENCE ID                     TM SP PREDICTION
GLOROS_007334-T2                1  0 o35-59i
GLOROS_007334-T3                1  0 o35-59i
GLOROS_007335-T1                1  0 o188-207i
GLOROS_007336-T1                0  0 o
GLOROS_007336-T2                0  0 o
GLOROS_007337-T1                0  0 o
GLOROS_007337-T2                0  0 o
GLOROS_007338-T1                0  0 o
GLOROS_007339-T1                0  0 o
GLOROS_007340-T1                0  0 o
GLOROS_007341-T1                0  0 o
GLOROS_007342-T1                0  0 i
GLOROS_007343-T1                0  0 o
GLOROS_007343-T2                0  0 o
GLOROS_007343-T3                0  0 o
GLOROS_007343-T4                0  0 o
GLOROS_007343-T5                0  0 o
GLOROS_007344-T1                0  0 o
GLOROS_007345-T1                0  0 o
GLOROS_007346-T1                0  0 o
GLOROS_007346-T2                0  0 o
GLOROS_007347-T1                0  0 o
GLOROS_007348-T1                0  0 o
GLOROS_007349-T1                0  0 o
GLOROS_007350-T1                0  0 o
GLOROS_007351-T1                0  0 i
GLOROS_007352-T1                0  0 o
GLOROS_007353-T1                0  0 o
GLOROS_007354-T1                0  0 o
GLOROS_007355-T1                0  Y n7-17c25/26o
GLOROS_007356-T1                0  0 o
GLOROS_007356-T2                0  0 o
GLOROS_007357-T1                0  0 o
GLOROS_007357-T2                0  0 o
GLOROS_007358-T1                0  0 o
GLOROS_007359-T1                4  0 o37-55i67-87o93-115i151-174o
GLOROS_007360-T1                0  0 o
GLOROS_007361-T1                0  0 o
GLOROS_007362-T1                0  0 i
GLOROS_007363-T1                0  0 o
GLOROS_007364-T1                0  0 o
GLOROS_007364-T2                0  0 o
GLOROS_007365-T1                1  0 i80-99o
GLOROS_007366-T1                0  0 o
GLOROS_007366-T2                0  0 o
GLOROS_007367-T1                0  0 o
GLOROS_007368-T1                0  0 o
GLOROS_007368-T2                0  0 o
GLOROS_007369-T1                5  0 o42-65i178-202o208-233i265-285o305-333i
GLOROS_007369-T2                4  0 o42-65i72-91o111-132i153-173o
GLOROS_007370-T1                3  Y n3-11c15/16o25-41i67-94o106-125i
GLOROS_007370-T2                3  Y n3-11c15/16o25-41i67-94o106-125i
GLOROS_007370-T3                3  Y n3-11c15/16o25-41i67-94o106-125i
GLOROS_007371-T1                4  0 i19-37o43-61i87-114o126-145i
GLOROS_007371-T2                4  0 i19-37o43-61i87-114o126-145i
GLOROS_007372-T1                0  0 o
GLOROS_007372-T2                0  0 o
GLOROS_007373-T1                0  0 i
GLOROS_007374-T1                0  0 o
GLOROS_007375-T1                0  0 o
GLOROS_007376-T1                0  0 i
GLOROS_007377-T1                0  0 o
GLOROS_007378-T1                0  0 o
GLOROS_007378-T2                1  0 o29-49i
GLOROS_007378-T3                1  0 o29-49i
GLOROS_007379-T1                3  Y n5-16c28/29o38-57i69-88o94-116i
GLOROS_007379-T2                3  Y n5-16c28/29o38-57i69-88o94-116i
GLOROS_007379-T3                3  Y n5-16c28/29o38-57i69-88o94-116i
GLOROS_007380-T1                0  Y n2-20c27/28o
GLOROS_007381-T1               11  Y n28-39c51/52o167-186i198-214o220-239i259-281o293-316i346-368o388-406i427-446o452-468i480-501o521-543i
GLOROS_007381-T2                5  Y n28-39c51/52o167-186i198-214o220-239i259-281o293-316i
GLOROS_007381-T3                1  Y n28-39c51/52o292-315i
GLOROS_007381-T4                4  Y n3-14c19/20o35-54i66-88o94-117i129-151o
GLOROS_007382-T1                0  0 o
GLOROS_007383-T1                0  0 o
GLOROS_007383-T2                0  0 o
GLOROS_007383-T3                0  0 o
GLOROS_007384-T1                6  0 i23-44o106-124i136-160o197-217i229-246o252-271i
GLOROS_007385-T1                0  0 o
GLOROS_007385-T2                0  0 o
GLOROS_007386-T1                0  0 o
GLOROS_007387-T1                0  0 o
GLOROS_007388-T1                0  0 o
GLOROS_007389-T1                0  0 i
GLOROS_007390-T1                0  Y n7-17c22/23o
GLOROS_007393-T1                0  0 o
GLOROS_007394-T1                0  0 o
GLOROS_007395-T1                0  0 o
GLOROS_007396-T1                0  0 o
GLOROS_007397-T1                0  0 o
GLOROS_007398-T1                0  0 o
GLOROS_007399-T1                0  0 o
GLOROS_007402-T1                0  0 o
GLOROS_007403-T1                1  0 i155-180o
GLOROS_007403-T2                0  0 o
GLOROS_007403-T3                0  0 i
GLOROS_007404-T1                0  0 o
GLOROS_007404-T2                0  0 o
GLOROS_007404-T3                0  0 o
GLOROS_007405-T1                0  0 o
GLOROS_007406-T1                0  0 o
GLOROS_007407-T1                0  0 o
GLOROS_007408-T1                0  0 o
GLOROS_007408-T2                0  0 o
GLOROS_007409-T1                1  0 o28-51i
GLOROS_007409-T2                1  0 o28-51i
GLOROS_007410-T1                5  Y n14-25c30/31o66-84i96-116o128-145i157-178o190-214i
GLOROS_007411-T1                0  0 i
GLOROS_007412-T1                6  0 i21-41o106-127i139-171o220-242i249-269o275-297i
GLOROS_007413-T1                7  Y n5-15c19/20o29-49i61-85o119-141i148-168o200-219i240-261o303-321i
GLOROS_007414-T1                0  0 o
GLOROS_007415-T1                0  Y n2-10c14/15o
GLOROS_007416-T1                0  0 o
GLOROS_007416-T2                0  0 o
GLOROS_007416-T3                0  0 o
GLOROS_007417-T1                0  0 o
GLOROS_007417-T2                0  0 o
GLOROS_007417-T3                0  0 i
GLOROS_007418-T1                0  0 o
GLOROS_007419-T1                0  0 i
GLOROS_007420-T1                0  0 i
GLOROS_007421-T1                0  0 o
GLOROS_007422-T1                1  0 i156-175o
GLOROS_007422-T2                1  0 o156-175i
GLOROS_007422-T3                0  0 o
GLOROS_007423-T1                2  0 o12-34i507-524o
GLOROS_007423-T2                2  0 o12-34i492-509o
GLOROS_007424-T1                0  0 o
GLOROS_007424-T2                0  0 o
GLOROS_007425-T1                2  Y n2-13c22/23o46-70i82-105o
GLOROS_007426-T1                0  0 o
GLOROS_007427-T1                0  0 i
GLOROS_007427-T2                0  0 i
GLOROS_007428-T1                0  0 o
GLOROS_007429-T1                0  0 o
GLOROS_007430-T1                0  0 o
GLOROS_007431-T1                0  0 o
GLOROS_007432-T1                3  0 o63-82i94-118o308-328i
GLOROS_007433-T1                0  0 o
GLOROS_007434-T1                0  0 o
GLOROS_007435-T1                0  0 o
GLOROS_007436-T1                1  0 o379-398i
GLOROS_007437-T1                0  0 o
GLOROS_007438-T1                0  0 o
GLOROS_007439-T1                0  0 o
GLOROS_007440-T1                0  0 o
GLOROS_007441-T1                0  0 o
GLOROS_007442-T1                0  Y n2-13c21/22o
GLOROS_007443-T1                0  0 o
GLOROS_007444-T1                0  0 o
GLOROS_007444-T2                0  0 o
GLOROS_007445-T1                0  0 o
GLOROS_007446-T1                0  0 o
GLOROS_007447-T1                0  0 o
GLOROS_007448-T1                1  0 o6-28i
GLOROS_007449-T1                0  0 o
GLOROS_007450-T1                0  0 o
GLOROS_007451-T1                0  0 o
GLOROS_007452-T1                0  0 o
GLOROS_007453-T1                0  0 o
GLOROS_007453-T2                0  0 o
GLOROS_007454-T1                0  0 i
GLOROS_007455-T1                0  0 o
GLOROS_007456-T1                0  0 o
GLOROS_007457-T1                8  0 i167-188o259-277i348-373o385-408i420-440o711-729i741-762o807-829i
GLOROS_007458-T1                0  0 o
GLOROS_007459-T1                0  0 o
GLOROS_007459-T2                0  0 o
GLOROS_007460-T1                0  0 o
GLOROS_007460-T2                0  Y n7-15c20/21o
GLOROS_007460-T3                0  Y n7-15c20/21o
GLOROS_007461-T1                0  0 o
GLOROS_007462-T1                0  0 o
GLOROS_007463-T1                0  0 o
GLOROS_007464-T1                0  0 o
GLOROS_007465-T1                1  0 i12-31o
GLOROS_007465-T2                1  0 i12-31o
GLOROS_007465-T3                0  0 o
GLOROS_007466-T1                0  0 o
GLOROS_007466-T2                0  0 o
GLOROS_007467-T1                0  0 o
GLOROS_007467-T2                0  0 o
GLOROS_007468-T1                0  0 o
GLOROS_007468-T2                0  0 o
GLOROS_007469-T1                1  0 o6-24i
GLOROS_007470-T1                0  0 o
GLOROS_007471-T1                0  0 o
GLOROS_007472-T1                0  0 o
GLOROS_007473-T1                0  0 o
GLOROS_007473-T2                0  0 o
GLOROS_007474-T1                0  0 o
GLOROS_007475-T1                0  0 o
GLOROS_007476-T1                1  Y n7-18c26/27o183-209i
GLOROS_007477-T1                0  0 o
GLOROS_007478-T1                0  Y n4-15c20/21o
GLOROS_007479-T1                0  0 o
GLOROS_007480-T1                0  0 o
GLOROS_007481-T1                1  0 i85-111o
GLOROS_007481-T2                1  0 i69-95o
GLOROS_007481-T3                1  0 i85-109o
GLOROS_007482-T1                0  0 o
GLOROS_007482-T2                0  Y n5-16c21/22o
GLOROS_007482-T3                0  0 o
GLOROS_007482-T4                0  0 o
GLOROS_007483-T1                0  0 o
GLOROS_007483-T2                0  0 o
GLOROS_007484-T1                0  Y n9-18c23/24o
GLOROS_007484-T2                0  Y n9-18c23/24o
GLOROS_007485-T1                0  0 o
GLOROS_007485-T2                0  0 o
GLOROS_007485-T3                0  0 i
GLOROS_007486-T1                1  0 o163-184i
GLOROS_007487-T1                0  0 o
GLOROS_007488-T1                0  0 o
GLOROS_007488-T2                0  0 o
GLOROS_007489-T1                0  0 o
GLOROS_007490-T1                0  0 o
GLOROS_007490-T2                0  0 o
GLOROS_007491-T1                5  0 o44-65i77-99o111-130i196-216o236-258i
GLOROS_007492-T1                0  0 o
GLOROS_007492-T2                0  0 o
GLOROS_007492-T3                0  0 o
GLOROS_007493-T1                0  0 o
GLOROS_007494-T1                0  0 o
GLOROS_007495-T1                0  0 o
GLOROS_007496-T1                0  0 o
GLOROS_007497-T1                0  0 o
GLOROS_007498-T1                0  0 o
GLOROS_007498-T2                0  0 o
GLOROS_007498-T3                1  0 o478-504i
GLOROS_007498-T4                0  0 o
GLOROS_007499-T1                0  0 o
GLOROS_007499-T2                0  0 o
GLOROS_007500-T1                0  0 i
GLOROS_007500-T2                0  0 i
GLOROS_007500-T3                0  0 i
GLOROS_007501-T1                0  0 i
GLOROS_007502-T1                0  0 o
GLOROS_007502-T2                0  0 o
GLOROS_007503-T1                0  0 o
GLOROS_007504-T1                1  Y n6-17c22/23o46-66i
GLOROS_007505-T1                0  0 o
GLOROS_007506-T1                0  0 o
GLOROS_007506-T2                0  0 o
GLOROS_007507-T1                0  0 o
GLOROS_007508-T1                4  0 i109-130o146-165i172-198o227-257i
GLOROS_007509-T1                0  0 o
GLOROS_007510-T1                1  0 o20-38i
GLOROS_007511-T1                0  0 o
GLOROS_007512-T1                0  0 o
GLOROS_007513-T1                0  0 o
GLOROS_007514-T1                0  0 o
GLOROS_007515-T1                0  0 o
GLOROS_007515-T2                0  0 o
GLOROS_007516-T1                0  0 o
GLOROS_007516-T2                0  0 o
GLOROS_007517-T1                0  0 o
GLOROS_007518-T1                0  0 i
GLOROS_007519-T1                0  Y n18-29c37/38o
GLOROS_007520-T1                0  0 o
GLOROS_007521-T1                1  Y n14-26c31/32o890-912i
GLOROS_007522-T1                0  Y n5-12c16/17o
GLOROS_007523-T1                0  0 o
GLOROS_007524-T1                0  0 o
GLOROS_007525-T1                0  0 o
GLOROS_007526-T1                2  0 o6-23i44-64o
GLOROS_007527-T1                0  0 o
GLOROS_007528-T1                0  0 o
GLOROS_007528-T2                0  0 o
GLOROS_007528-T3                0  0 o
GLOROS_007529-T1                0  0 i
GLOROS_007530-T1                0  0 o
GLOROS_007531-T1                0  0 o
GLOROS_007532-T1                0  Y n2-12c17/18o
GLOROS_007533-T1                0  0 o
GLOROS_007533-T2                0  0 o
GLOROS_007534-T1                0  0 o
GLOROS_007534-T2                0  0 o
GLOROS_007534-T3                0  0 o
GLOROS_007535-T1               12  0 i321-345o357-373i380-403o423-445i498-515o535-559i580-598o618-639i651-670o695-717i729-748o763-783i
GLOROS_007535-T2               12  0 i321-345o357-373i380-403o423-445i498-515o535-559i580-598o618-639i651-669o681-703i715-734o749-769i
GLOROS_007535-T3               12  0 i321-345o357-373i380-403o423-445i498-515o535-559i580-598o604-622i634-653o678-700i712-731o746-766i
GLOROS_007535-T4                0  0 o
GLOROS_007536-T1                0  0 o
GLOROS_007536-T2                0  0 o
GLOROS_007536-T3                0  0 o
GLOROS_007537-T1                0  0 o
GLOROS_007537-T2                0  0 o
GLOROS_007538-T1                0  0 o
GLOROS_007538-T2                0  0 o
GLOROS_007539-T1                0  0 o
GLOROS_007540-T1                1  Y n21-32c36/37o284-307i
GLOROS_007540-T2                1  Y n3-11c15/16o233-256i
GLOROS_007541-T1                0  0 o
GLOROS_007542-T1                0  0 o
GLOROS_007543-T1                0  0 o
GLOROS_007544-T1                1  0 o36-55i
GLOROS_007545-T1                0  Y n13-23c28/29o
GLOROS_007546-T1                0  0 o
GLOROS_007546-T2                0  0 o
GLOROS_007547-T1                0  0 o
GLOROS_007547-T2                0  0 o
GLOROS_007548-T1                0  0 o
GLOROS_007549-T1                0  0 o
GLOROS_007550-T1                0  0 o
GLOROS_007551-T1                0  0 o
GLOROS_007552-T1                0  0 o
GLOROS_007553-T1                0  0 o
GLOROS_007554-T1                0  0 o
GLOROS_007555-T1                0  0 o
GLOROS_007556-T1                0  0 o
GLOROS_007557-T1                0  0 o
GLOROS_007558-T1                0  0 o
GLOROS_007559-T1                0  0 o
GLOROS_007559-T2                0  0 o
GLOROS_007560-T1                0  0 o
GLOROS_007561-T1                0  Y n9-20c25/26o
GLOROS_007562-T1                0  0 o
GLOROS_007563-T1                0  0 o
GLOROS_007564-T1                0  0 o
GLOROS_007565-T1                0  0 i
GLOROS_007566-T1                0  0 o
GLOROS_007567-T1                0  0 o
GLOROS_007568-T1                4  Y n10-20c24/25o241-260i272-290o302-328i340-356o
GLOROS_007568-T2                6  0 i7-25o45-63i330-354o360-379i391-417o429-445i
GLOROS_007569-T1                0  0 o
GLOROS_007569-T2                0  0 o
GLOROS_007570-T1                1  Y n5-16c21/22o86-112i
GLOROS_007571-T1                0  0 o
GLOROS_007571-T2                0  0 o
GLOROS_007572-T1                0  0 o
GLOROS_007573-T1                0  0 o
GLOROS_007574-T1                4  0 i20-41o61-79i86-105o111-132i
GLOROS_007575-T1                0  0 o
GLOROS_007576-T1                0  0 o
GLOROS_007577-T1               11  0 o46-69i120-140o146-167i222-248o260-280i685-716o728-752i807-826o832-850i911-939o951-973i
GLOROS_007578-T1                0  0 o
GLOROS_007579-T1                0  0 o
GLOROS_007580-T1                0  0 o
GLOROS_007581-T1                0  0 o
GLOROS_007582-T1                0  Y n6-16c24/25o
GLOROS_007582-T2                0  0 o
GLOROS_007582-T3                0  Y n6-16c24/25o
GLOROS_007583-T1                0  0 o
GLOROS_007584-T1                5  0 i20-41o68-88i100-121o1033-1053i1065-1088o
GLOROS_007584-T2                4  0 i20-41o100-122i129-150o170-191i
GLOROS_007585-T1                0  0 o
GLOROS_007586-T1                0  0 o
GLOROS_007587-T1                1  0 i21-40o
GLOROS_007587-T2                1  0 i21-40o
GLOROS_007587-T3                0  0 o
GLOROS_007588-T1                0  0 o
GLOROS_007588-T2                0  0 o
GLOROS_007589-T1                0  0 o
GLOROS_007590-T1                0  0 o
GLOROS_007591-T1                0  Y n3-18c23/24o
GLOROS_007592-T1                0  0 i
GLOROS_007592-T2                0  0 i
GLOROS_007593-T1                0  Y n3-14c19/20o
GLOROS_007593-T2                0  0 o
GLOROS_007594-T1                0  0 o
GLOROS_007595-T1                0  0 o
GLOROS_007596-T1                1  Y n4-19c23/24o194-215i
GLOROS_007597-T1                0  0 o
GLOROS_007598-T1                0  0 o
GLOROS_007599-T1                0  0 o
GLOROS_007599-T2                0  0 o
GLOROS_007600-T1                0  0 o
GLOROS_007601-T1                0  0 o
GLOROS_007602-T1                0  Y n15-25c43/44o
GLOROS_007603-T1                0  0 o
GLOROS_007604-T1                0  0 o
GLOROS_007605-T1                1  0 o29-47i
GLOROS_007606-T1                0  0 o
GLOROS_007607-T1                0  0 o
GLOROS_007608-T1                0  0 o
GLOROS_007609-T1                0  0 o
GLOROS_007610-T1                0  0 o
GLOROS_007611-T1                0  0 o
GLOROS_007612-T1                0  0 o
GLOROS_007613-T1                0  0 o
GLOROS_007614-T1                0  0 o
GLOROS_007615-T1                0  0 o
GLOROS_007615-T2                0  0 o
GLOROS_007616-T1                0  0 o
GLOROS_007617-T1                0  0 o
GLOROS_007617-T2                0  0 o
GLOROS_007617-T3                0  0 o
GLOROS_007617-T4                0  0 o
GLOROS_007618-T1                0  0 o
GLOROS_007618-T2                0  0 o
GLOROS_007619-T1                0  Y n12-19c24/25o
GLOROS_007620-T1                0  0 o
GLOROS_007621-T1                0  0 o
GLOROS_007622-T1                2  0 i12-32o116-134i
GLOROS_007623-T1                0  0 i
GLOROS_007624-T1                0  0 o
GLOROS_007625-T1                0  0 o
GLOROS_007626-T1                2  0 i31-56o416-436i
GLOROS_007626-T2                1  0 i31-56o
GLOROS_007627-T1                0  0 o
GLOROS_007627-T2                0  0 o
GLOROS_007628-T1                0  0 o
GLOROS_007629-T1                0  0 o
GLOROS_007630-T1                0  0 o
GLOROS_007630-T2                0  0 o
GLOROS_007631-T1                0  Y n17-35c40/41o
GLOROS_007631-T2                0  Y n17-35c40/41o
GLOROS_007632-T1                0  0 o
GLOROS_007633-T1                0  0 o
GLOROS_007633-T2                0  0 o
GLOROS_007634-T1                0  0 o
GLOROS_007635-T1                3  0 o219-237i244-260o840-857i
GLOROS_007635-T2                0  0 o
GLOROS_007635-T3                1  0 o552-569i
GLOROS_007635-T4                1  0 o550-567i
GLOROS_007635-T5                1  0 o550-567i
GLOROS_007636-T1                0  0 o
GLOROS_007637-T1                0  0 o
GLOROS_007638-T1                1  0 i129-151o
GLOROS_007639-T1                0  Y n9-20c26/27o
GLOROS_007639-T2                0  0 o
GLOROS_007640-T1                0  0 o
GLOROS_007640-T2                0  0 o
GLOROS_007640-T3                0  0 o
GLOROS_007640-T4                0  0 o
GLOROS_007640-T5                0  0 o
GLOROS_007641-T1                1  0 o429-452i
GLOROS_007642-T1                0  0 o
GLOROS_007643-T1                0  0 o
GLOROS_007644-T1                0  0 o
GLOROS_007645-T1                0  Y n17-28c33/34o
GLOROS_007646-T1                0  0 o
GLOROS_007647-T1                0  0 i
GLOROS_007648-T1                0  0 o
GLOROS_007648-T2                0  0 o
GLOROS_007649-T1                0  0 o
GLOROS_007649-T2                0  0 o
GLOROS_007650-T1                0  0 i
GLOROS_007651-T1                1  0 i221-240o
GLOROS_007652-T1                0  0 o
GLOROS_007653-T1                0  0 o
GLOROS_007654-T1                0  0 o
GLOROS_007654-T2                0  0 o
GLOROS_007654-T3                0  0 o
GLOROS_007655-T1                0  0 o
GLOROS_007655-T2                0  0 o
GLOROS_007656-T1                0  0 o
GLOROS_007657-T1                0  0 o
GLOROS_007658-T1                0  0 o
GLOROS_007659-T1                0  0 o
GLOROS_007660-T1                1  Y n6-17c22/23o50-71i
GLOROS_007661-T1                0  0 o
GLOROS_007661-T2                0  0 o
GLOROS_007662-T1                0  0 o
GLOROS_007663-T1                0  0 o
GLOROS_007663-T2                0  0 o
GLOROS_007664-T1                0  0 o
GLOROS_007665-T1                0  0 o
GLOROS_007666-T1                0  0 o
GLOROS_007667-T1                0  0 i
GLOROS_007668-T1                0  0 o
GLOROS_007669-T1                0  Y n3-11c16/17o
GLOROS_007670-T1                0  0 o
GLOROS_007671-T1                0  0 o
GLOROS_007671-T2                0  0 o
GLOROS_007671-T3                0  0 o
GLOROS_007672-T1                0  0 o
GLOROS_007673-T1                0  0 o
GLOROS_007673-T2                0  0 o
GLOROS_007674-T1                1  0 i34-57o
GLOROS_007675-T1                0  0 o
GLOROS_007676-T1                0  0 o
GLOROS_007677-T1                0  0 o
GLOROS_007678-T1                1  Y n9-20c26/27o876-901i
GLOROS_007678-T2                1  Y n9-20c26/27o876-901i
GLOROS_007679-T1                0  0 o
GLOROS_007680-T1                0  0 o
GLOROS_007681-T1                2  0 i20-40o52-70i
GLOROS_007682-T1                2  0 o6-29i162-180o
GLOROS_007682-T2                1  0 i113-131o
GLOROS_007683-T1                0  0 o
GLOROS_007684-T1                6  0 i32-49o120-144i165-198o218-240i264-284o290-308i
GLOROS_007685-T1                2  0 i12-31o37-60i
GLOROS_007686-T1                2  0 o36-57i69-91o
GLOROS_007687-T1                1  0 i12-31o
GLOROS_007688-T1                0  0 o
GLOROS_007689-T1                0  Y n20-31c49/50o
GLOROS_007690-T1                0  Y n3-14c19/20o
GLOROS_007691-T1                0  0 o
GLOROS_007692-T1                0  0 o
GLOROS_007693-T1                1  0 o1138-1162i
GLOROS_007693-T2                1  0 o1142-1166i
GLOROS_007693-T3                1  0 o1142-1166i
GLOROS_007694-T1                7  0 o56-77i89-106o126-147i168-189o201-217i249-272o284-303i
GLOROS_007695-T1                0  0 o
GLOROS_007695-T2                0  0 o
GLOROS_007696-T1                0  0 o
GLOROS_007697-T1                0  0 o
GLOROS_007698-T1                4  0 i197-217o223-243i255-277o310-335i
GLOROS_007698-T2                4  0 i197-217o223-243i255-277o310-335i
GLOROS_007698-T3                4  0 i197-217o223-243i255-277o310-335i
GLOROS_007699-T1                0  0 o
GLOROS_007699-T2                0  0 o
GLOROS_007700-T1                0  Y n2-12c18/19o
GLOROS_007700-T2                0  Y n2-12c18/19o
GLOROS_007701-T1                0  0 o
GLOROS_007701-T2                0  0 o
GLOROS_007702-T1                1  0 o32-53i
GLOROS_007703-T1                0  0 o
GLOROS_007704-T1                1  0 i12-32o
GLOROS_007705-T1                0  0 o
GLOROS_007706-T1                0  0 o
GLOROS_007707-T1                0  0 o
GLOROS_007708-T1                0  0 o
GLOROS_007709-T1                2  0 i140-164o176-199i
GLOROS_007710-T1                9  0 o20-44i56-78o98-117i166-186o192-216i228-248o290-314i326-343o355-374i
GLOROS_007711-T1                0  Y n3-14c18/19o
GLOROS_007712-T1                0  0 o
GLOROS_007713-T1                0  0 o
GLOROS_007714-T1                0  Y n2-13c18/19o
GLOROS_007715-T1                0  0 o
GLOROS_007715-T2                0  0 o
GLOROS_007716-T1                0  0 o
GLOROS_007717-T1                0  Y n10-22c26/27o
GLOROS_007718-T1                0  0 o
GLOROS_007719-T1                1  Y n4-13c18/19o492-516i
GLOROS_007720-T1                0  0 o
GLOROS_007721-T1                0  0 o
GLOROS_007722-T1                0  0 o
GLOROS_007723-T1                0  0 o
GLOROS_007724-T1                0  0 o
GLOROS_007725-T1                0  0 o
GLOROS_007726-T1                0  0 o
GLOROS_007727-T1                0  0 o
GLOROS_007727-T2                0  Y n3-11c19/20o
GLOROS_007727-T3                0  0 o
GLOROS_007728-T1                0  Y n6-17c25/26o
GLOROS_007729-T1                0  Y n3-14c18/19o
GLOROS_007730-T1                0  0 o
GLOROS_007731-T1                0  Y n6-16c22/23o
GLOROS_007732-T1                0  0 o
GLOROS_007732-T2                0  0 o
GLOROS_007733-T1                0  0 i
GLOROS_007733-T2                0  0 o
GLOROS_007734-T1                3  0 o519-536i548-571o583-601i
GLOROS_007735-T1                4  0 i101-122o128-149i293-315o327-352i
GLOROS_007736-T1                0  Y n5-15c20/21o
GLOROS_007737-T1                1  Y n6-19c24/25o55-78i
GLOROS_007738-T1                0  0 i
GLOROS_007739-T1                1  0 o424-448i
GLOROS_007739-T2                0  0 o
GLOROS_007739-T3                1  0 o424-448i
GLOROS_007739-T4                1  0 o425-449i
GLOROS_007739-T5                1  0 o428-452i
GLOROS_007739-T6                1  0 o426-450i
GLOROS_007739-T7                1  0 o428-452i
GLOROS_007740-T1                0  Y n7-18c23/24o
GLOROS_007741-T1                9  0 i61-87o99-118i130-148o160-181i193-213o233-252i272-292o312-336i348-368o
GLOROS_007742-T1                0  0 o
GLOROS_007743-T1                0  Y n4-17c25/26o
GLOROS_007744-T1                0  0 o
GLOROS_007744-T2                0  0 o
GLOROS_007745-T1                0  0 o
GLOROS_007745-T2                0  0 o
GLOROS_007746-T1                0  0 o
GLOROS_007747-T1                1  0 o195-214i
GLOROS_007748-T1                0  Y n6-16c24/25o
GLOROS_007749-T1                0  Y n3-14c19/20o
GLOROS_007750-T1                0  Y n8-18c23/24o
GLOROS_007751-T1                7  0 o36-57i69-89o95-118i174-198o218-241i262-285o291-316i
GLOROS_007752-T1                0  Y n8-18c23/24o
GLOROS_007753-T1                0  0 o
GLOROS_007754-T1                0  0 o
GLOROS_007755-T1                0  0 o
GLOROS_007756-T1                0  0 o
GLOROS_007757-T1                0  0 o
GLOROS_007758-T1                0  0 o
GLOROS_007759-T1                1  0 o27-48i
GLOROS_007760-T1                1  0 i94-117o
GLOROS_007760-T2                1  0 i85-109o
GLOROS_007760-T3                1  0 i94-117o
GLOROS_007761-T1                0  0 i
GLOROS_007762-T1                0  0 i
GLOROS_007763-T1                0  Y n9-20c25/26o
GLOROS_007764-T1                2  0 i12-29o35-60i
GLOROS_007765-T1                5  0 o36-57i69-91o103-119i131-151o171-188i
GLOROS_007766-T1                0  0 o
GLOROS_007766-T2                0  0 o
GLOROS_007767-T1                1  Y n6-19c37/38o485-509i
GLOROS_007767-T2                1  0 o456-480i
GLOROS_007768-T1                0  Y n6-18c26/27o
GLOROS_007769-T1                0  Y n3-18c24/25o
GLOROS_007770-T1                0  Y n6-18c26/27o
GLOROS_007771-T1                0  0 o
GLOROS_007772-T1                0  Y n3-13c17/18o
GLOROS_007772-T2                0  0 o
GLOROS_007773-T1                4  0 o136-159i205-227o274-295i307-333o
GLOROS_007773-T2                4  0 o137-160i206-228o275-296i308-334o
GLOROS_007774-T1                0  0 o
GLOROS_007775-T1                0  0 o
GLOROS_007776-T1                0  0 o
GLOROS_007776-T2                0  0 o
GLOROS_007777-T1                0  0 o
GLOROS_007778-T1                1  0 i88-109o
GLOROS_007778-T2                0  Y n33-45c54/55o
GLOROS_007779-T1                0  Y n4-14c20/21o
GLOROS_007780-T1                1  0 i12-32o
GLOROS_007781-T1                0  Y n6-17c22/23o
GLOROS_007782-T1                4  Y n4-12c16/17o32-54i66-88o94-115i127-146o
GLOROS_007783-T1                1  0 o6-24i
GLOROS_007784-T1                0  0 o
GLOROS_007785-T1                0  Y n10-20c24/25o
GLOROS_007786-T1                6  0 i56-77o89-110i117-137o143-163i175-202o222-243i
GLOROS_007786-T2                5  0 o12-31i38-58o64-84i96-123o143-164i
GLOROS_007787-T1                0  0 o
GLOROS_007788-T1                3  0 o36-57i69-93o105-128i
GLOROS_007789-T1                2  0 i7-28o34-57i
GLOROS_007790-T1                0  Y n7-18c25/26o
GLOROS_007791-T1                0  0 o
GLOROS_007792-T1                0  0 o
GLOROS_007793-T1                5  Y n4-15c20/21o30-50i120-141o161-183i213-233o253-271i
GLOROS_007794-T1                4  0 i20-40o52-70i82-102o114-134i
GLOROS_007795-T1                0  Y n23-34c39/40o
GLOROS_007796-T1                0  0 o
GLOROS_007797-T1                0  0 o
GLOROS_007798-T1                0  Y n6-17c23/24o
GLOROS_007799-T1                0  0 o
GLOROS_007800-T1                0  0 o
GLOROS_007800-T2                0  0 o
GLOROS_007801-T1                1  0 i21-44o
GLOROS_007802-T1               11  0 i45-69o75-96i133-152o164-187i194-217o237-258i270-293o313-331i352-372o378-399i431-454o
GLOROS_007802-T2               11  0 i45-69o75-96i133-152o164-187i194-217o237-258i270-293o313-331i352-372o378-399i431-454o
GLOROS_007803-T1                0  0 o
GLOROS_007804-T1                1  0 o74-99i
GLOROS_007805-T1                0  Y n6-19c31/32o
GLOROS_007806-T1                0  Y n6-19c31/32o
GLOROS_007807-T1                0  0 o
GLOROS_007808-T1                0  0 o
GLOROS_007809-T1                0  0 o
GLOROS_007810-T1                7  0 o27-48i60-80o92-113i134-154o179-200i313-334o367-387i
GLOROS_007811-T1                0  Y n12-24c28/29o
GLOROS_007812-T1                0  0 o
GLOROS_007813-T1                1  0 o276-294i
GLOROS_007813-T2                1  0 o253-271i
GLOROS_007813-T3                1  0 o255-273i
